Week, Quantity, Amount, A, B, C, D, E, F, G, H, I, J, L, O
60, 2, 2400, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
58, 9, 10800, 3, 0, 1, 0, 3, 0, 0, 0, 2, 0, 0, 0
57, 4, 4800, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1
56, 4, 4800, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1
55, 5, 6000, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2
53, 5, 6000, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2
51, 9, 10800, 0, 0, 0, 5, 3, 0, 0, 0, 0, 0, 0, 1
50, 2, 2400, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
49, 6, 7200, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0
48, 2, 2400, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
47, 4, 4800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
46, 8, 9600, 1, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1
45, 1, 1200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
44, 7, 8400, 0, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3
43, 3, 3600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
42, 2, 2400, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
41, 1, 1200, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
40, 4, 4800, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0
39, 6, 7200, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0
38, 11, 13200, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 4
37, 4, 4800, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0
36, 9, 10800, 0, 0, 4, 0, 3, 0, 0, 0, 1, 0, 0, 1
35, 2, 2400, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
32, 2, 2400, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
30, 3, 3600, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28, 1, 1200, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
26, 2, 2400, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25, 3, 3600, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
20, 15, 18000, 0, 3, 4, 1, 0, 0, 0, 0, 0, 0, 0, 7
19, 3, 3600, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0
17, 1, 1200, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
