Week, Quantity, Amount, A, B, C, D, E, F, G, H, I, J, L, O
2015-01-19, 3, 3900, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0
2015-01-17, 1, 3600, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-01-14, 1, 3600, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-01-13, 5, 4200, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 2
2015-01-12, 3, 3900, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0
2015-01-09, 1, 3600, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-01-08, 3, 3900, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1
2015-01-06, 10, 6225, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-01-05, 7, 6165, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 3
2014-12-30, 1, 450, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-12-29, 2, 3750, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
2014-12-27, 26, 3900, 0, 25, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-12-24, 1, 150, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-12-22, 1, 450, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
2014-12-17, 2, 4350, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-12-16, 2, 260, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-12-09, 4, 1200, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3
2014-12-05, 1, 1875, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
2014-12-04, 6, 900, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-12-03, 2, 260, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-12-02, 8, 1200, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-12-01, 16, 2400, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-11-27, 10, 1500, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1
2014-11-25, 1, 3600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
2014-11-24, 6, 900, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-11-20, 1, 750, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-11-17, 6, 4350, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 1
2014-11-15, 1, 650, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-11-14, 3, 450, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0
2014-11-12, 1, 450, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-11-11, 5, 4850, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
2014-11-07, 6, 4350, 0, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1
2014-11-06, 1, 3600, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-11-05, 1, 450, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-11-03, 11, 1650, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2
2014-11-01, 2, 300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
2014-10-30, 3, 450, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-10-29, 1, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
2014-10-28, 2, 2025, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-10-27, 1, 3600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
2014-10-25, 5, 3150, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-10-22, 10, 2150, 0, 1, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0
2014-10-20, 1, 750, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-10-18, 2, 4350, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
