Week, Quantity, Amount, A, B, C, D, E, F, G, H, I, J, L, O
2015-10-07, 1, 9900, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
2015-09-24, 1, 9900, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-09-23, 2, 19800, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-09-21, 2, 19800, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-08-31, 1, 9900, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-08-14, 1, 9900, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-07-15, 2, 19800, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
2015-07-07, 2, 19800, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-06-06, 1, 9900, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-04-01, 1, 9900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
