Week, Quantity, Amount, A, B, C, D, E, F, G, H, I, J, L, O
2015-10-03, 1, 1950, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
2015-10-02, 2, 3900, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-09-08, 1, 1950, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-08-25, 1, 1950, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-08-22, 1, 1950, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-08-19, 1, 1950, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-08-15, 2, 3900, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-08-04, 1, 1950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
2015-07-22, 1, 1950, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-07-14, 1, 1950, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-06-20, 1, 1875, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-06-06, 1, 1875, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-06-02, 1, 1875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
2015-05-19, 1, 1875, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-05-05, 1, 1875, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-04-27, 2, 3750, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0
2015-04-25, 3, 5625, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-04-23, 1, 1875, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
2015-04-18, 2, 3750, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-04-06, 3, 5625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
2015-03-31, 1, 1875, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-03-30, 3, 5625, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0
2015-03-24, 1, 1875, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
